Date,News
13 Oct 2017,tcs-shares-end-flat-post-q2-results
16 Oct 2017,business/news-live-government-bonds-today-attract-bids-worth-over-361-bnfpis
16 Oct 2017,hold-tcs-targetrs-2540-icici-direct
16 Oct 2017,hold-tcs-targetrs-2700-sharekhan
18 Oct 2017,hold-tata-consultancy-targetrs-2610-jm-financial
30 Oct 2017,announcements/malaysia-airlines-reaches-cloudtata-consultancy-services
08 Nov 2017,stocks-views/sell-bajaj-finance-icici-pru-buy-tech-mahindra-bharti-infratel-britannia-likely-to-outperform-sudarshan-sukhani
14 Nov 2017,stocks-views/buy-tata-consultancy-services-jindal-steelpower-yes-bank-chandan-taparia
15 Nov 2017,announcements/tata-consultancy-services-announces-partnershiprolls-royce
15 Nov 2017,business/rolls-royce-accelerates-digital-transformationtcs-tie-up
16 Nov 2017,stocks-views/tcs-may-climb-to-rs-2800-says-prakash-gaba
27 Nov 2017,announcements/smutcs-renew-smu-tcs-icity-lab-partnership
05 Dec 2017,announcements/tcs-joins-handscornell-university-to-open-its-new-innovation-centre
08 Dec 2017,business/tcs-biggest-wealth-creator2012-17-ajanta-pharmafastest-wealth-creation-study
15 Dec 2017,stocks-views/edelweiss-maintains-holdtcs-target-at-rs-2315
26 Dec 2017,stocks-views/buy-tcs-bharat-electronics-shriram-transport-finance-chandan-taparia
29 Dec 2017,stocks-views/buy-tcs-asian-paints-tvs-motor-ashwani-gujral
10 Jan 2018,result-poll/tcs-to-kick-off-q3-earnings-season-here5-things-to-watch-out
10 Jan 2018,stocks-views/buy-tcs-container-corporationindia-mitessh-thakkar
11 Jan 2018,brokerage-results-estimates/expect-positive-commentarytcsbfsi-vertical-edelweiss
11 Jan 2018,hold-tata-consultancy-services-targetrs-2844-edelweiss
11 Jan 2018,hold-tata-consultancy-targetrs-2680-jm-financial
11 Jan 2018,no-big-bang-opening-for-tcsfriday-top-10-takeawaysdecember-quarter-results
11 Jan 2018,result-poll/it-sector-q3-preview-analysts-see-subdued-quarterseasonal-weakness-rupee-may-aid-margins
11 Jan 2018,stocks-views/confusedto-dotcsresults-day-5-experts-answer-your-question
11 Jan 2018,tcs-q3-profit-grows-13-dollar-revenue-meets-estimates-volume-growth-strongest3-years
12 Jan 2018,business/news-highlightsthe-day-india-can39t-allow-neighbours-to-drift-away-to-china-says-army-chief
12 Jan 2018,business/tcs-bags-over-362-bn-dealus-insurance-group-transamerica
12 Jan 2018,hold-tata-consultancy-services-targetrs-2750-icici-direct
12 Jan 2018,hold-tata-consultancy-services-targetrs-2806-kr-choksey
12 Jan 2018,results-boardroom/digital-deals-will-help-improve-margin-tcs
13 Jan 2018,business/attrition-falls-at-top-it-firms-tcs-infosysthird-quarter
14 Jan 2018,business/nine10-most-valued-cos-add-rs-66619-crorem-cap
15 Jan 2018,business/is-india39s-it-services-sector-getting-its-mojo-back
16 Jan 2018,business/tcs-bags-over-36690-mn-dealmg-prudential
16 Jan 2018,stocks-views/buy-tcs-sell-ifci-canara-bank-ashwani-gujral
17 Jan 2018,buy-tata-consultancy-services-targetrs-3075-axis-direct
21 Jan 2018,business/6-out10-most-valued-firms-add-over-rs-1-lakh-crorem-cap
24 Jan 2018,announcements/mesosphere-partnerstcs-to-enhance-data-services
24 Jan 2018,business/news-highlightsthe-day-successaamir39s-films-can-warm-sino-india-ties-says-china-media
29 Jan 2018,business/news-highlightsthe-day-bitcoin-armed-robbery-reports-emergebritain
20 Feb 2018,stocks-views/short-nifty-if-it-slips-below-10300-3-stockscould-giveto-7-return
21 Feb 2018,business/n-chandrasekaran39s-marathon-one-yearcounting
21 Feb 2018,business/n-chandrasekaran39s-one-year-at-tata-sons-a-job-well-begun
21 Feb 2018,stocks-views/buy-tcs-hexaware-tech-sell-indusind-bank-yogesh-mehta
21 Feb 2018,stocks-views/happy-anniversary-top-10-tata-group-stocksrose-40-180last-one-year-under-n-chandra
25 Feb 2018,business/eighttop-10-valued-companies-add-rs-58650-croremcap
28 Feb 2018,business/confident-about-outpacing-competitorsour-space-tcs
12 Mar 2018,business/tata-sons-plans-to-raise-around-rs-8200-cr-via-tcs-share-sale
13 Mar 2018,stocks-views/tcs-stake-sale-can-increase-index-weightage-due-to-higher-free-float-elara
22 Mar 2018,business/no-standard-definitiondigital-for-indian-it-firms-even-as-growth-accelerates-report
27 Mar 2018,business/salil-parekh’s-contract-leaves-no-room-for-sikka-rerun-report
28 Mar 2018,stocks-views/buy-balrampur-chini-can-fin-homes-tech-mahindra-maruti-suzuki-indiabulls-housing-finance-cesc-ashwani-gujral
12 Apr 2018,business/tata-consultancy-services-regains-most-valued-firm-crownrs-6-lakh-cr-m-cap
12 Apr 2018,stocks-views/buy-tata-consultancy-services-target-rs-3250-achin-goel
17 Apr 2018,business/tcs-opens-north-america-insurance-hubiowa
18 Apr 2018,result-poll/tcs-q4-pat-seen29-qoq-to-rs-6720-cr-icici-direct
18 Apr 2018,result-poll/tcs-q4-pat-seen4-qoq-to-rs-67947-cr-kotak
19 Apr 2018,business/tcs-q4-investmentsdigital-paying-off-bfsi-challenges-to-end-next-fiscal
19 Apr 2018,stocks-views/tcs36last-1yr-how-to-tradestock-aheadits-q4-result-today
19 Apr 2018,tcs-dollar-revenue-growth-highest14-quarters-10-key-takeawaysq4-results
20 Apr 2018,accumulate-tata-consultancy-services-targetrs-3380-prabhudas-lilladher
20 Apr 2018,accumulate-tata-consultancy-services-targetrs-3380-prabhudas-lilladher
20 Apr 2018,business/tcs-m-cap-nears-36100-bn-investors-richer-by-rs-41301-cr
20 Apr 2018,buy-tata-consultancy-services-targetrs-3500-sharekhan
20 Apr 2018,hold-tata-consultancy-services-targetrs-3260-icici-direct
20 Apr 2018,hold-tata-consultancy-services-targetrs-3321-edelweiss
20 Apr 2018,stocks-views/buy-tata-consultancy-services-target-rs-3665-equity99
22 Apr 2018,business/6top-10-most-valued-indian-cos-together-add-rs-91153-crm-cap
22 Apr 2018,business/tcs-betsbusiness-40-to-push-digital-revenue-to-over-365bn-this-year
23 Apr 2018,accumulate-tcs-targetrs-3357-kr-choksey
23 Apr 2018,business/digital-era-to-be-large-opportunity-for-tcs-n-chandrasekaran
23 Apr 2018,stocks-views/tata-consultancy-services-likely-to-test-rs-4018-sumeet-bagadia
24 Apr 2018,business/podcast-tcs-joins36100-billion-club
24 Apr 2018,business/tcs-inks-dealnordic-media-group-bonnier-ab
26 Apr 2018,business/how-tcs-displaced-infosys-asbellwetherindia39s-it-sector
26 Apr 2018,business/tata-consultancy-services-expands-operationstexas
26 Apr 2018,business/tcs-becomes-1st-indian-co-to-close-trading-session36100-bn-m-cap
06 May 2018,business/fourtop-10-most-valued-companies-add-rs-39603-crorem-cap
28 May 2018,stocks-views/buy-or-sell-top-stock-trading-ideas-by-market-expertsare-good-betsthe-near-term
15 Jun 2018,business/tcs-announces-share-buybackup-to-rs-16000-crore
18 Jun 2018,business/tcs-opens-its-third-delivery-centrefrance
18 Jun 2018,hold-tcs-targetrs-1850-icici-direct
18 Jun 2018,stocks-views/clsamotilal-oswal-say-tcs-buyback-tad-lower-than-their-expectations-eps-negative
24 Jun 2018,business/m-capseven-top-10-most-valued-cos-drops-rs-32298-cr
26 Jun 2018,stocks-views/top-buysell-ideas-by-sudarshan-sukhani-mitessh-thakkarprakash-gaba-for-short-term
04 Jul 2018,brokerage-results-estimates/q1fy19-preview-edelweiss-expects-revenue-growth-for-itsome-stressmargins
06 Jul 2018,business/tcs-shares-gain-nearly-2-m-cap-rises-by-rs-12099-crore
06 Jul 2018,stocks-views/top-buysell-ideas-by-ashwani-gujral-mitessh-thakkar-prakash-gaba-for-short-term
10 Jul 2018,business/tcs-q1-beats-estimates-boosted-by-digital-bfsi-business
10 Jul 2018,result-analysis/tcs-starts-fy19-onstrong-note-stock-likely-to-open-higherwednesday
10 Jul 2018,tcs-q1-earnings-beat-estimates-10-key-takeawaysjune-quarter
11 Jul 2018,accumulate-tata-consultancy-services-targetrs-2080-prabhudas-lilladher
11 Jul 2018,business/tcs-–great-start-to-another-good-year
11 Jul 2018,buy-tata-consultancy-services-targetrs-2130-hdfc-securities
11 Jul 2018,result-analysis/tcs-at-record-close-analysts-turn-mixed-as-strong-q1better-growth-visibility-largely-priced-in
12 Jul 2018,hold-tata-consultancy-services-targetrs-2060-icici-direct
13 Jul 2018,business/reliance-industries39-market-cap-breaches-rs-7-lakh-crore-mark
13 Jul 2018,hold-tata-consultancy-services-targetrs-1943-edelweiss
13 Jul 2018,hold-tcs-targetrs-1720-jm-financial
13 Jul 2018,infosys-q1-profit-misses-estimates-falls-2-to-rs-3612-cr-board-approves-bonus-issue
14 Jul 2018,stocks-views/as-earnings-season-kicks-off-betthese-3-portfolio-stocks-for-better-returns
15 Jul 2018,business/it-weekly-wrap-infy-tcs-q1-outthe-way-market-eyes-wipro-mindtree-earnings-next-week
16 Jul 2018,business/moody39s-retains-a3-ratings-for-tcsstable-outlook
18 Jul 2018,business/technology-driving-bfsi-sector-to-grow-tcs
24 Jul 2018,business/tcs-compliessebi-requirementseparate-chairperson-md-posts-prime-database
02 Aug 2018,business/tata-group-to-cut-down-numbercompanies-listedexchanges-report
15 Aug 2018,stocks-views/as-rupee-hits-all-time-low70usd6-sectorsseen-to-benefitmost
27 Aug 2018,result-analysis/it-q1-review-earnings-growth-to-support-stock-performance-as-outlook-looks-positive-tcs-infosys-top-picks
04 Sep 2018,business/big-gets-bigger-but-it-is-time-to-create-rich-portfolios‘small’-gems
04 Sep 2018,business/tcs-becomes-2nd-firm-to-hit-rs-8-lakh-crore-m-cap-mark
10 Sep 2018,stocks-views/tcs-ril-touch-rs-8-lakh-crore-m-cap-should-you-buy-hold-or-book-profits
20 Sep 2018,buy-tcs-targetrs-2400-sharekhan
25 Sep 2018,business/3-us-employees-sue-tcs-over-alleged-racial-discrimination
25 Sep 2018,stocks-views/top-buysell-ideas-by-ashwani-gujral-sudarshan-sukhani-mitessh-thakkar-for-short-term
25 Sep 2018,stocks-views/top-buysell-ideas-by-ashwani-gujral-sudarshan-sukhani-mitessh-thakkar-for-short-term
30 Sep 2018,business/four10-most-valued-companies-add-rs-76959-crorem-cap
03 Oct 2018,business/tcs-doubles-pay-for-freshers-offering-new-age-digital-skills
04 Oct 2018,business/tcs-partners-japan39s-instituteindustrial-science-for-researchdigital-technologies
05 Oct 2018,business/it-fund-investors-cheer-47-average-returnslast-one-year-amid-equity-market-meltdown
09 Oct 2018,business/wenota-bear-market-insurance-stocks-good-bet-for-long-term-envision39s-nilesh-shah
10 Oct 2018,business/top-20-stocks-to-buy-aheadearnings-season
10 Oct 2018,result-poll/tcs-falls-3-aheadq2-earnings-top-4-factors-to-watch-out-for
11 Oct 2018,tcs-consolidated-september-2018-net-sales-at-rs-3685400-crore2067-q-o-q
11 Oct 2018,tcs-expects-double-digit-revenue-growthsecond-halffy19
11 Oct 2018,tcs-q2-profit-revenue-grow-76-qoqrobust-digital-growth-ebit-margin-in-line-at-265
11 Oct 2018,tcs-reports-net-profitrs-7901-crore-10-key-takeawaysq2-results
11 Oct 2018,tcs-standalone-september-2018-net-sales-at-rs-3079200-crore2813-q-o-q
12 Oct 2018,accumulate-tcs-targetrs-2300-prabhudas-lilladher
12 Oct 2018,buy-tata-consultancy-services-targetrs-2400-sharekhan
12 Oct 2018,hold-tata-consultancy-services-targetrs-1880-icici-direct
12 Oct 2018,ideas-for-profit-|-tcs-q2-performance-stellar-showa-seasonally-strong-quarter
12 Oct 2018,result-analysis/tcs-stock-falls-3-what-should-investors-do-post-q2-earnings
12 Oct 2018,stocks-views/buy-or-sell-top-stock-trading-ideas-by-market-expertsare-good-short-term-bets
14 Oct 2018,business/threetop-10-companies-lose-rs-1-lakh-crorem-cap-tcs-hit-hard
23 Oct 2018,business/india39s-tcs-among-top-10-firms-to-get-foreign-labour-certification-for-h-1b-visas
26 Oct 2018,business/huawei-expects-60-growthenterprise-biz-next-year
28 Oct 2018,business/eighttop-10-cos-suffer-rs-135-lakh-cr-hitmarket-valuation
30 Oct 2018,business/in-jet-airways-n-chandrasekaran-sees-his-vision-for-tata39s-aviation-business-taking-flight
31 Oct 2018,business/tatas-tcs-violated-rulessacking-cyrus-mistry-rti-replyroc
01 Nov 2018,business/tcs-acquires-london-based-w12-studios
04 Nov 2018,business/eighttop-10-firms-gain-rs-169-lakh-crorem-cap-tcs-sbi-shine
27 Nov 2018,business/nifty-it-index-poised-forpullback-rally-buy-tcs-infosys
29 Nov 2018,business/us-jury-rulesfavourtcs-over-alleged-discrimination
29 Nov 2018,business/us-lawsuit-win-tcs-says-will-continue-to-investpeople-irrespectivetheir-national-origin
05 Dec 2018,business/podcast-|-stock-picksthe-day-top-3-buys-that-could-return-9-11
05 Dec 2018,business/tcs-launches-intelligent-power-plant-solution
05 Dec 2018,stocks-views/buy-tata-consultancy-services-target-rs-2180-shitij-gandhi
06 Dec 2018,business/noel-tata-may-be-new-chairmantata-trusts
06 Dec 2018,business/podcast-|-stock-picksthe-day-here39sdr-reddy39s-grasimgood-shorting-bets
06 Dec 2018,stocks-views/buy-tata-consultancy-services-target-rs-2170-rupak-de
11 Dec 2018,buy-tata-consultancy-services-targetrs-2400-sharekhan
19 Dec 2018,business/tcs-appoints-two-new-independent-directors
30 Dec 2018,business/ninetop-10-firms-add-rs-57263-crm-cap-ril-leads
31 Dec 2018,business/investors-to-track-earnings-global-cues-expect q3-to-be-better-than-q2-ajcon-global
08 Jan 2019,business/it-firms-expected-to-deliver-strong-q3-earnings-slowdownus-could-berisk
09 Jan 2019,business/39be-cautious-focus-for-2019-must-beconsumption-storiesnot-broader-themes39
09 Jan 2019,business/bofaml’s-mookim-advises-investors-to-39stay-away39equities-says-midcaps-may-fall-further
09 Jan 2019,result-poll/tcs-to-declare-q3-earningsjanuary-10-brokerages-say-watch-out-for-global-demand-outlook
10 Jan 2019,business/seven-picks5-sectors-by-elara-capital-thatlikely-to-hog-limelight2019
10 Jan 2019,result-poll/tcs-q3-pat-seen258-yoy-to-rs-82135-cr-icici-direct
10 Jan 2019,result-poll/tcs-q3-pat-seen266-yoy-to-rs-82677-cr-dolat-capital
10 Jan 2019,tcs-consolidated-december-2018-net-sales-at-rs-3733800-crore-up-2082-y-o-y
10 Jan 2019,tcs-q3-here10-key-takeawaysdecember-quarter-earnings
10 Jan 2019,tcs-q3-profit-rises-26-to-rs-8105-cr-constant-currency-revenue-growth-at-18-meets-expectations
10 Jan 2019,tcs-standalone-december-2018-net-sales-at-rs-3096400-crore2754-y-o-y
11 Jan 2019,accumulat-tata-consultancy-services-targetrs-2100-dolat-capital
11 Jan 2019,accumulate-tata-consultancy-services-targetrs-2275-prabhudas-lilladher
11 Jan 2019,business/tcs-appoints-daniel-hughes-callahan-as-independent-director
11 Jan 2019,business/tcs-q3-review-earningslinesupply-constraintfactor-to-watch-out-for-buydips
11 Jan 2019,buy-tata-consultancy-services-targetrs-2400-sharekhan
14 Jan 2019,business/ideas-for-profit-|-infosys-payout-limits-downside-buy-asstock-closes-valuation-gapleader
14 Jan 2019,hold-tata-consultancy-services-targetrs-1750-icici-direct
21 Jan 2019,business/transcript|-tata-consultancy-services-q3-fy19-earnings-conference-call
23 Jan 2019,business/tcs-3rd-most-valued-it-services-brand-globally-brand-finance
26 Jan 2019,business/nifty-likely-to-hit-11000after-interim-budget-5-stocks-that-gave-fresh-breakmacd
28 Jan 2019,stocks-views/buy-tcs-says-mazhar-mohammad
28 Jan 2019,stocks-views/buy-tcstarget-rs-2050-says-sumeet-bagadia
29 Jan 2019,stocks-views/technical-view-|-top-buysell-ideas-by-ashwani-gujral-sudarshan-sukhani-mitessh-thakkar-for-short-term
02 Feb 2019,business/week5-charts-sensex-nifty-gain-1-amid-interim-budget-fo-expiry
13 Feb 2019,business/tcs-bancs-cloud-now-availableamazon-web-services
15 Feb 2019,business/tcs-world-economic-forum-equip-64-million-peopledigital-skills
20 Feb 2019,business/tcs-partnersnanoheal-to-provide-digital-workspace-automation-solution
20 Feb 2019,business/two-yearstata-boss-chandrasekaran-—-willjourney-ahead-be-more-exciting
27 Feb 2019,stocks-views/podcast-|-stock-picksthe-day-nifty-likely-to-remain-volatilegeopolitical-tensions
15 Mar 2019,business/tcs-launches-scalable-cross-industry-blockchain-platform-solutions
04 Apr 2019,result-poll/tcs-q4-pat-may-dip-1-qoq-to-rs-80244-cr-prabhudas-lilladher
04 Apr 2019,result-poll/tcs-q4-pat-may-dip-19-qoq-to-rs-79487-cr-kotak
07 Apr 2019,business/earnings-macro-data-among-10-key-factors-that-will-keep-traders-busy-this-week
10 Apr 2019,business/tcs-google-join-hands-to-build-industry-specific-cloud-solutions
11 Apr 2019,announcements/tata-consultancy-services-limited
11 Apr 2019,result-poll/tcs-to-announce-q4-earningsapril-12-here39sto-watch-out-for
12 Apr 2019,tcs-consolidated-march-2019-net-sales-at-rs-3801000-crore185-y-o-y
12 Apr 2019,tcs-profit-revenue-beat-estimates-8-key-takeawaysq4-results
12 Apr 2019,tcs-q4-pat-jumps-18-yoy-to-rs-8126cr-announces-dividendrs-18sh
12 Apr 2019,tcs-standalone-march-2019-net-sales-at-rs-3204600-crore2533-y-o-y
15 Apr 2019,accumulate-tcs-targetrs-2225-dolat-capital
15 Apr 2019,buy-tata-consultancy-services-targetrs-2312-prabhudas-lilladher
15 Apr 2019,buy-tata-consultancy-services-targetrs-2400-sharekhan
16 Apr 2019,business/wipro-approves-rs-10500-crore-buyback-at-rs-325share
16 Apr 2019,hold-tata-consultancy-services-targetrs-2065-icici-direct
17 Apr 2019,accumulate-tata-consultancy-services-targetrs-2236-kr-choksey
17 Apr 2019,buy-tata-consultancy-services-targetrs-2323-nalanda-securities
23 Apr 2019,business/it-hiring-picks-up-domestic-demandstartups-key-drivers
23 Apr 2019,stocks-views/top-buysell-ideas-by-ashwani-gujral-sudarshan-sukhani-mitessh-thakkar-for-short-term
07 May 2019,business/what-doesrecent-tcs-lawsuit-mean-forcompanyit-sector
15 May 2019,business/moneycontrol-specialhiring-trends-part-2-|-riseoverseas-hiring-may-beblessingdisguise-for-it-companies
16 May 2019,business/tcs-ceo-rajesh-gopinathan39s-annual-pay-rises-28-takes-home-over-rs-16-crfy19
20 May 2019,business/rs-2467-crore-infosys-ceo-salil-parekh39s-salary-for-fy19
28 May 2019,business/tcs-among-america39s-top-50-companies-for-diversity
03 Jun 2019,stocks-views/39nifty-bank-likely-to-see-resistance-at-32000-deploy-bull-call-spread39
03 Jun 2019,stocks-views/buy-tata-consultancy-services-target-rs-2510-anand-rathi
10 Jun 2019,business/tcs-overtakes-ril-to-become-most-valued-firm-by-m-cap
12 Jun 2019,business/tcs-to-implement-rbi39s-informationmanagement-system-for-310-cr
24 Jun 2019,business/moneycontrol-top-5-business-newsthe-day
24 Jun 2019,business/tcs-hikes-stake-to-66japanese-jvrs-2262-crore-investment
26 Jun 2019,stocks-views/buy-tata-consultancy-services-target-rs-2510-anand-rathi
02 Jul 2019,buy-tata-consultancy-services-targetrs-2400-sharekhan
08 Jul 2019,result-poll/tcs-q1-pat-may-dip-38-qoq-to-rs-78183-cr-kotak
08 Jul 2019,result-poll/tcs-to-announce-q1-earningsjuly-9-here-isto-expect
09 Jul 2019,tcs-consolidated-june-2019-net-sales-at-rs-3817200-crore1142-y-o-y
09 Jul 2019,tcs-q1-profit-flat-at-rs-8131-cr-revenue-misses-analyst-estimates-margin-contracts
09 Jul 2019,tcs-reports-q1-profit-at-8131-cr-here10-key-takeaways
09 Jul 2019,tcs-standalone-june-2019-net-sales-at-rs-3265700-crore112-y-o-y
10 Jul 2019,business/ridingstrong-q4-nos-over-50-bse500-shares returndouble-digits-during-june-qtr
10 Jul 2019,business/tcs-june-quarter-no-changemedium-term-outlook-valuation-limits-upside
10 Jul 2019,buy-tata-consultancy-services-targetrs-2291-prabhudas-lilladher
10 Jul 2019,buy-tata-consultancy-services-targetrs-2300-sharekhan
10 Jul 2019,hold-tcs-targetrs-2225-arihant-capital
11 Jul 2019,hold-tata-consultancy-services-targetrs-2080-icici-direct
15 Jul 2019,brokerage-results-estimates/39corporate-earnings-to-guide-market-trajectory-q1-results-startpositive-note39
15 Jul 2019,stocks-views/buy-tata-consultancy-services-target-rs-2510-anand-rathi
25 Jul 2019,business/tcs-overtakes-ril-to-reclaim-m-cap-crown
29 Jul 2019,stocks-views/buy-tata-consultancy-services-target-rs-2510-anand-rathi
05 Aug 2019,stocks-views/buy-tata-consultancy-services-target-rs-2510-anand-rathi
07 Aug 2019,business/tcs-infosystop-10-green-card-applicants-globally-report
12 Aug 2019,business/h1-b-visa-denials-touch-all-time-high-report- 
26 Aug 2019,stocks-views/buy-tata-consultancy-services-target-rs-2510-anand-rathi
29 Aug 2019,business/can-indian-it-companies-finally-break-intochinese-marketsecond-largestworld
16 Sep 2019,business/tcs-partnersgeneral-motors-for-global-vehicle-programme-acquires-assets
09 Oct 2019,business/it-companies-turn-attention-to-tier-2-cities-as-they-seek-new-avenues
10 Oct 2019,business/can-tcs-reach-double-digit-growth-for-fy20-amid-market-volatility
10 Oct 2019,business/with-39lower-than-expected-q239-tcs-foresees-more-cloudy-days
10 Oct 2019,result-analysis/tcs-q2-profit-below-estimates-here-aretop-takeaways
10 Oct 2019,tcs-q2-result-misses-estimates-profit-dips-1margin-at-9-quarter-low-special-dividend-at-rs-40share
10 Oct 2019,tcs-standalone-september-2019-net-sales-at-rs-3238700-crore518-y-o-y
11 Oct 2019,business/tcs-q2-macro-headwinds-come-tofore-wait-for-downside-to-play-out
11 Oct 2019,buy-tata-consultancy-services-targetrs-2150-sharekhan
11 Oct 2019,result-analysis/brokerages-cut-target-price-revise-estimates-for-tcs-afterdull-q2-show
11 Oct 2019,tcs-consolidated-september-2019-net-sales-at-rs-3897700-crore576-y-o-y
13 Oct 2019,business/eighttop-10-firms-add-rs-80943-crorem-cap
14 Oct 2019,business/tcs-focuseddouble-digit-growth-says-cfo-v-ramakrishnan
16 Oct 2019,business/big-it-firms-buoy-hiringq2-see-59-jumpjobs-report
16 Oct 2019,hold-tata-consultancy-services-targetrs-2005-icici-direct
22 Oct 2019,business/here39s-how-indian-it-firmslooking-to-address-attrition-woes
12 Nov 2019,business/govt-to-consider-tcs-infosys-proposals-to-setseznov-15
18 Nov 2019,business/where-iscomfortlarge-cap-it
19 Nov 2019,business/tcs-launches-microsoft-business-unit-to-help-enterprises-leverage-ai-ml
24 Nov 2019,business/seventop-10-companies-lose-rs-76164crm-cap-tcs-worst-hit
03 Dec 2019,business/tcs-employee-hangs-selfpune39s-hinjawadi-it-park-report
08 Dec 2019,business/fivetop-10-most-valued-firms-add-rs-56877-crm-cap
13 Dec 2019,business/tcs-share-price243-after-shapoorji-pallonji-group-sells-more-sharesopen-market-report
18 Dec 2019,business/cyrus-mistry-case-tata-sons39-conversion-into-private-entity-illegal-rules-nclat
18 Dec 2019,business/nclat-restores-cyrus-mistry-as-executive-chairmantata-sons
26 Dec 2019,hold-tata-consultancy-services-targetrs-2300-sharekhan
02 Jan 2020,business/tata-mistry-case-|-nclat-adjourns-roc-plea-till-january-3
04 Jan 2020,business/now-tcs-moves-supreme-court-against-nclat-order-reinstating-mistry-as-director
17 Jan 2020,result-poll/tcs-preview-|-bfsi-retail-to-dent-q3-show-rupee-weakness-to-drive-margin
17 Jan 2020,tcs-q3-profit-grows-09-dollar-revenue-growth-at-13-misses-estimates
20 Jan 2020,stocks-views/tcs-q3-revenue-below-expectationsshould-investors-dothe-stock
20 Jan 2020,tcs-consolidated-december-2019-net-sales-at-rs-3985400-crore674-y-o-y
20 Jan 2020,tcs-standalone-december-2019-net-sales-at-rs-3304000-crore67-y-o-y
21 Jan 2020,hold-tata-consultancy-services-targetrs-2120-icici-direct
21 Jan 2020,tcs-consolidated-december-2019-net-sales-at-rs-3985400-crore674-y-o-y
21 Jan 2020,tcs-standalone-december-2019-net-sales-at-rs-3304000-crore67-y-o-y
22 Jan 2020,resultsbrokerage-conference-call/tcs-wins-366-billion-dealsq3-key-highlightsconference-call
23 Jan 2020,hold-tata-consultancy-services-targetrs-2106-prabhudas-lilladher
30 Jan 2020,business/abn-amro-strengthens-partnershiptcs
03 Feb 2020,business/tcs-bags-3615-bn-contractwalgreens-boots-alliance
07 Feb 2020,business/indian-banking-system-atcusphuge-growthnext-decade-tcs-executive
24 Feb 2020,business/tcs-dlf-seek-govt-nod-to-setsezs
02 Mar 2020,stocks-views/top-buysell-ideas-by-ashwani-gujral-sudarshan-sukhani-mitesh-thakkar-for-short-term
03 Mar 2020,business/twitter-asks-employees-to-workhome-tcs-hcl-tech-instruct-staff-to-avoid-non-essential-travel
04 Mar 2020,business/tackling-coronavirus-after-techie-tests-positive-tech-companies-gooverdrive-to-check-virus
05 Mar 2020,business/coronavirus-impact-it-firms-may-see-dropnew-deal-conversions
06 Mar 2020,business/govt-approves-tcs-dlf-proposals-to-setsezs
10 Mar 2020,business/tcs-declares-rs-12share-interim-dividend
12 Mar 2020,business/qatar39s-black-cat-engineering-ties-uptcs-for-digital-transformation
18 Mar 2020,business/tcs-again-overtakes-reliance-industries-to-become-most-valued-firm-by-market-capitilisation
23 Mar 2020,business/tcs-global-head-for-it-amit-jain-diesheart-attack
25 Mar 2020,business/coronavirus-pandemic-|-india39s-huge-outsourcing-industry-struggleswork-from-home-scenario
30 Mar 2020,stocks-views/hot-stocks-|-here39stcscoal-indiashort-term-buys
01 Apr 2020,business/h-1b-visas-india-tops-listregistrants-says-uscis
06 Apr 2020,business/lockdown-tcs-offers-free-15-day-digital-certification-programme
10 Apr 2020,business/tcs-to-announce-fy20-resultsapril-16
16 Apr 2020,tcs-expects-peakcoronavirus-impact-to-be-feltq2-sees-no-layoffsdefers-salary-hikes
16 Apr 2020,tcs-q4-it-bellwether-posts-lacklustre-numbers-8-key-takeaways
16 Apr 2020,tcs-q4-profit-falls-085-to-rs-8049-crore-total-contract-value-at-3689-billion
17 Apr 2020,business/tcs-–-the-long-run-winner-post-covid-19
20 Apr 2020,business/coronavirus-impact-|-it-firms-unlikely-to-ask-employees-to-report-to-office-before-may-3
22 Apr 2020,business/tcs-to-power-israel39s-first-fully-digital-bank
20 May 2020,business/tcs-ceo-rajesh-gopinathan-remunerationfy20-fell-16-to-rs-133-crore
30 May 2020,business/covid-19-impact-as-agms-go-virtual-shareholders-worry-about-management-controls
10 Jun 2020,business/tcs-ion-partnersnsdc-to-accelerate-skill-development
11 Jun 2020,business/world39s-reliancechina-for-sourcing-goods-to-reduce-presents-opportunity-for-india-n-chandrasekaran
17 Jun 2020,business/will-reverse-migrationtechies-pave-way-for-it-sector39s-growthsmaller-cities
25 Jun 2020,business/covid-19-impact-indian-it-firms-may-forgo-filing-fresh-h-1b-petitions-this-year
28 Jun 2020,business/sixtop-10-firms-add-rs-9213059-crorem-cap-tcs-biggest-gainer
30 Jun 2020,business/tcs-to-announce-q1-resultsjuly-9
03 Jul 2020,business/q1-results-can-indian-it-firms-manage-to-duck-covid-19-bouncer
06 Jul 2020,business/jp-morgan-funds-buys-tcs-shares-worth-rs-247-crore
07 Jul 2020,business/tcs-expands-decade-long-partnershiptryg
09 Jul 2020,result-poll/tcs-q1-preview-look-out-for-trendsverticals-pricing-pressure-deal-pipeline
09 Jul 2020,tcs-q1-profit-falls-13-qoq-to-rs-7008-croredeal-wins-remain-robust
10 Jul 2020,business/tcsmust-own-stockthe-new-normalrally-tempers-near-term-excitement
10 Jul 2020,tcs-consolidated-june-2020-net-sales-at-rs-3832200-crore039-y-o-y
15 Jul 2020,tcs-consolidated-june-2020-net-sales-at-rs-3832200-crore039-y-o-y
15 Jul 2020,tcs-standalone-june-2020-net-sales-at-rs-3162400-crore-down-316-y-o-y
17 Jul 2020,neutral-tcs-targetrs-2300-motilal-oswal
